id,name,style_specific,style,abv,ibu,rating
567,Churchkey Pilsner Style Beer,American Pilsner,lager,0.049,29,2.513357633067771
1342,First Press,Cider,other ale,0.05,25,3.715723319159969
1341,Magic Apple,Cider,other ale,0.05,15,3.5484623552699532
2349,Cubano Espresso,Bock,lager,0.055,25,1.9442964030253915
2014,Operation Homefront,American IPA,IPA,0.062,65,3.467055957837444
2013,Wandering Pelican,American Black Ale,other ale,0.0819999999999999,65,2.6485746463492132
2012,Sugar Plum,American Brown Ale,dark ale,0.055,27,3.390256994477075
2011,Oktoberfest,Märzen / Oktoberfest,lager,0.055,18,3.2895056157967804
2010,Puppy's Breath Porter,American Porter,dark ale,0.06,33,4.1336294643114915
2009,Happening Now,American IPA,IPA,0.045,55,2.6293540079246736
1726,Hopped on the High Seas (Hop #529),American IPA,IPA,0.07,60,3.1842321631230406
1725,Hopped on the High Seas (Calypso),American IPA,IPA,0.07,60,3.614111712888919
1695,Wiregrass Post-Prohibition Ale,American Pale Ale (APA),other ale,0.063,27,3.1103040081424753
1694,Dry-Hopped On The High Seas Caribbean-Style IPA,American IPA,IPA,0.07,60,3.15183997588936
1693,Hopped on the High Seas (Citra),American IPA,IPA,0.07,60,3.4727575146410725
1692,Hopped on the High Seas (Ahtanum),American IPA,IPA,0.07,60,3.5784297534960863
1369,Gwar Beer,American Pale Ale (APA),other ale,0.055,20,3.900065105198815
1243,Tropical Heatwave,American Pale Wheat Ale,other ale,0.052,33,3.7872465899976957
1142,Humidor Series India Pale Ale,American IPA,IPA,0.075,70,4.484316681606488
1141,Jai Alai IPA Aged on White Oak,American IPA,IPA,0.075,70,4.002667683561652
1140,José Martí American Porter,American Porter,dark ale,0.08,65,3.9579527562801395
1139,Invasion Pale Ale,American Pale Ale (APA),other ale,0.05,22,3.8526656390204788
1138,Maduro Brown Ale,English Brown Ale,dark ale,0.055,25,3.538313170269788
571,Maduro Brown Ale,American Brown Ale,dark ale,0.055,25,3.490104102865069
570,Hotter Than Helles Lager,Munich Helles Lager,lager,0.05,8,3.957277444227416
569,Tocobaga Red Ale,American Amber / Red Ale,other ale,0.072,75,3.4414524672722346
546,Jai Alai IPA,American IPA,IPA,0.075,70,3.2008999451750286
545,Florida Cracker Belgian Wit,Witbier,other ale,0.05,18,3.48658349831769
2338,Shark Tracker Light lager,Light Lager,lager,0.048,21,3.067978124743785
1365,Pumple Drumkin,Pumpkin Ale,other ale,0.06,18,3.2327047876746158
1094,Grey Lady,Witbier,other ale,0.045,30,4.178957253990625
657,Summer of Lager,Munich Helles Lager,lager,0.062,10,3.925941403942119
656,Indie Pale Ale,American IPA,IPA,0.065,55,3.24304210223512
359,Sankaty Light Lager,Light Lager,lager,0.038,12,3.962264307108135
56,Whale's Tale Pale Ale,English Pale Ale,other ale,0.0559999999999999,19,2.9423091390532226
1772,Jacaranada Rye IPA,American IPA,IPA,0.067,60,3.105995500365117
1393,Cascadian Dark Ale,American Black Ale,other ale,0.06,75,2.53498130740988
893,Wheat the People,American Pale Wheat Ale,other ale,0.044,13,3.539122874017076
1407,Tybee Island Blonde,American Blonde Ale,other ale,0.047,17,3.607300586302177
1406,Savannah Brown Ale,American Brown Ale,dark ale,0.062,55,3.9507083824934854
2438,Rhode Island Blueberry,Kölsch,other ale,0.046,11,3.9787747909016042
2437,Newport Storm IPA,American IPA,IPA,0.065,75,3.7750121321489516
751,Hurricane Amber Ale (2004),American Amber / Red Ale,other ale,0.052,24,3.7152646516251213
120,Hurricane Amber Ale,American Amber / Red Ale,other ale,0.052,24,2.6632716931382303
2061,Big Blue Van,Fruit / Vegetable Beer,other ale,0.0579999999999999,27,3.97047623043902
970,Des Moines IPA,American IPA,IPA,0.068,75,4.1331378657586235
969,Capital Gold Golden Lager,German Pilsener,lager,0.048,22,2.585560751005766
968,Farmer John's Multi-Grain Ale,American Blonde Ale,other ale,0.0559999999999999,21,4.182519903955467
2351,Behemoth,American Pilsner,lager,0.05,20,3.4665063521935013
1650,Arkansas Red,American Amber / Red Ale,other ale,0.052,19,2.769988882242814
1337,Core Oatmeal Stout,Oatmeal Stout,dark ale,0.057,30,4.040261748616476
1336,Core ESB,Extra Special / Strong Bitter (ESB),other ale,0.061,30,3.379788982063123
737,Chester's Beer (2005),American Pale Lager,lager,0.038,16,3.6300313681678706
129,Heiner Brau Kölsch,Kölsch,other ale,0.05,33,3.118575751875766
716,Trigger Blonde Ale,American Blonde Ale,other ale,0.048,30,3.716170628259344
659,Crabtree Oatmeal Stout,Oatmeal Stout,dark ale,0.075,29,4.087700111715676
556,Eclipse Black IPA,American Black Ale,other ale,0.077,71,2.8829078431354143
2538,Neomexicanus Native,American Pale Ale (APA),other ale,0.06,46,3.1178260874060046
2355,Old Soul,Belgian Strong Pale Ale,other ale,0.075,25,3.018784896366046
1689,Snowcat Coffee Stout,American Stout,dark ale,0.059,23,3.662200443553502
1163,WinterWonderGrass Festival Ale,American Amber / Red Ale,other ale,,20,4.0707007668608215
940,Boohai Red Ale,American Amber / Red Ale,other ale,,15,2.9657021815897386
685,Lava Lake Wit,Witbier,other ale,0.052,15,2.621612033397275
613,Mountain Livin' Pale Ale,American Pale Ale (APA),other ale,0.06,28,2.443759615793314
356,Crazy Mountain Amber Ale,American Amber / Red Ale,other ale,0.052,25,3.5905595910976014
2029,Tropicalia,American IPA,IPA,0.065,65,3.4411702983245007
2028,Athena,Berliner Weissbier,other ale,0.045,19,3.2341774171702378
2293,Aviator Raspberry Blonde,American Blonde Ale,other ale,0.049,25,3.534775496410511
1105,3 Picket Porter,American Porter,dark ale,0.055,36,4.072715010217087
1104,Rusty Nail Pale Ale,American Pale Ale (APA),other ale,0.0559999999999999,18,3.8560211975095786
2145,Red Water Irish Style Red,American Amber / Red Ale,other ale,0.065,27,4.177162311013901
1804,Mjöllnir,Herbed / Spiced Beer,other ale,0.066,23,3.7626731708914893
1602,Bear Butte Nut Brown Ale,American Brown Ale,dark ale,0.055,27,3.3980042391720207
1301,Easy Livin' Summer Ale,American Blonde Ale,other ale,0.045,25,3.520282716701908
542,Canyon Cream Ale,Cream Ale,other ale,0.055,26,3.189035601917786
272,Pile O'Dirt Porter,American Porter,dark ale,0.069,42,4.154569987335077
271,11th Hour IPA,American IPA,IPA,0.06,53,2.6343596036981003
1057,South Ridge Amber Ale,American Amber / Red Ale,other ale,0.06,31,3.2824513904584554
681,Summertime Ale,Kölsch,other ale,0.052,23,3.972480295529145
1789,Lost River Blonde Ale,American Blonde Ale,other ale,0.049,32,3.780220538551803
1788,Monon Wheat,Witbier,other ale,0.054,31,3.3523315258939856
1787,Floyd's Folly,Scottish Ale,dark ale,0.08,20,4.2222954274941635
1786,Half Court IPA,American IPA,IPA,0.063,54,3.062468739269598
1763,Geary's Pale Ale,English Pale Ale,other ale,0.045,26,2.6573234249473683
1311,Geary's Summer Ale,Kölsch,other ale,0.06,16,3.8841443173152417
2078,Stone of Arbroath,Scotch Ale / Wee Heavy,dark ale,0.08,32,3.9747878194484043
1809,The Tradition,American Blonde Ale,other ale,0.05,15,2.636590078147219
1263,El Hefe Speaks,Hefeweizen,other ale,0.053,11,3.7753926252336676
1092,Penn Quarter Porter,American Porter,dark ale,0.055,41,3.9145874484029046
851,On the Wings of Armageddon,American Double / Imperial IPA,IPA,0.092,115,4.6509290175031754
186,The Corruption,American IPA,IPA,0.065,80,3.8808490973742145
185,The Citizen,Belgian Pale Ale,other ale,0.07,28,3.241059475330639
184,The Public,American Pale Ale (APA),other ale,0.06,19,3.0443787166350806
1224,Dank IPA,American IPA,IPA,0.065,50,2.4580072707836544
964,Dank IPA (2012),American IPA,IPA,0.065,64,4.070177978726851
1623,Lift Off IPA,American IPA,IPA,0.072,40,2.4613354754434043
110,BrewFarm Select Golden Lager,American Pale Lager,lager,0.055,24,2.836859045206741
1735,Sprocket Blonde Ale (2006),American Blonde Ale,other ale,0.05,31,3.9998136835109532
1734,Sprocket Pale Ale (2006),American Pale Ale (APA),other ale,0.05,31,2.6032556783195315
1746,Dead Armadillo Amber Ale,American Amber / Red Ale,other ale,0.063,37,3.6437356788458697
2371,Neato Bandito,Euro Pale Lager,lager,0.06,15,3.0116298648401925
2251,Oak Cliff Coffee Ale,American Brown Ale,dark ale,0.075,33,3.266226990780564
2166,Dream Crusher Double IPA,American Double / Imperial IPA,IPA,0.085,100,4.444026092485044
1827,Deep Ellum Pale Ale,American Pale Ale (APA),other ale,0.06,21,2.995169893917488
1203,Double Brown Stout,Baltic Porter,dark ale,0.07,38,3.5213140392278452
1202,Farmhouse Wit,Saison / Farmhouse Ale,other ale,0.048,25,3.417757781921529
1161,Rye Pils Session Lager,German Pilsener,lager,0.046,21,2.7464949031908037
946,Dallas Blonde,American Blonde Ale,other ale,0.052,23,3.0386992223483755
943,Deep Ellum IPA,American IPA,IPA,0.07,70,4.294773996092058
1886,Thrasher Session India Pale Ale,American IPA,IPA,0.045,44,2.514789849329405
1885,Gutch English Style Mild Ale,English Pale Mild Ale,other ale,0.05,16,2.991133148456872
1213,Chuli Stout,Irish Dry Stout,dark ale,0.059,55,4.534514287702583
1159,Mother Ale,American Blonde Ale,other ale,0.0559999999999999,46,3.152412147018123
947,Twister Creek India Pale Ale,American IPA,IPA,0.065,71,4.6573418098601085
929,Single Engine Red,Irish Red Ale,other ale,0.0579999999999999,46,3.403971447432959
1944,Incredible Pedal IPA,American IPA,IPA,0.07,60,4.135026073377172
1943,Graham Cracker Porter,American Porter,dark ale,0.05,38,3.7183141190927818
1210,Mirror Pond Pale Ale,American Pale Ale (APA),other ale,0.05,40,3.608169799569004
2550,Weissenheimer,Hefeweizen,other ale,0.052,16,3.6915280150065475
2505,Abbey's Single (2015- ),Abbey Single Ale,other ale,0.049,22,3.1297700499797685
2025,Vertex IPA,American IPA,IPA,0.063,76,4.509185886751736
2021,Here Gose Nothin',Gose,other ale,0.05,12,2.64348537881001
2015,Strawberry Blonde,Fruit / Vegetable Beer,other ale,0.05,31,3.9903620161001543
1888,Hoperation Overload,American Double / Imperial IPA,IPA,0.096,85,4.173472239892809
1887,Abbey's Single Ale (Current),Abbey Single Ale,other ale,0.049,22,3.1293371421308698
2051,Bravo Four Point,American Pale Ale (APA),other ale,0.044,45,3.8250719141172747
1201,Striped Bass Pale Ale,American Pale Ale (APA),other ale,0.052,26,3.2913854280674477
924,Deadicated Amber,American Amber / Red Ale,other ale,0.054,27,2.8901967172866576
731,Kaleidoscope Collaboration 2012,American Black Ale,other ale,,18,3.174055586577529
730,California Sunshine Rye IPA,American IPA,IPA,0.071,85,4.780944088471588
647,Full Boar Scotch Ale,Scotch Ale / Wee Heavy,dark ale,0.074,12,2.9661801444533973
1773,12 Man Pale Ale,American Pale Ale (APA),other ale,0.045,32,2.6930660968584634
1795,Filthy Hoppin' IPA,American IPA,IPA,0.065,72,4.345874121190377
944,Dock Street Amber Beer (1992),American Amber / Red Ale,other ale,,31,3.4119659829259685
524,Dolores River Hefeweizen,Hefeweizen,other ale,,27,3.834727602704079
450,Dolores River ESB,Extra Special / Strong Bitter (ESB),other ale,,31,3.997819371875561
449,Snaggletooth Double Pale Ale,American Double / Imperial IPA,IPA,,64,4.970458582578215
448,Dolores River Pale Ale,American Pale Ale (APA),other ale,,15,3.939342590419453
447,Dolores River Dry Stout,Irish Dry Stout,dark ale,,40,4.054397421290851
446,Dolores River Mild,English Dark Mild Ale,dark ale,,26,3.4346542775205693
1246,Cranberry Blend,Cider,other ale,0.049,21,2.7760553410512228
977,Orignal Blend,Cider,other ale,0.051,24,2.978705190398454
881,Hop Abomination,American IPA,IPA,0.066,100,4.964170312306736
880,Apricot Blonde,Fruit / Vegetable Beer,other ale,0.051,17,3.388745779936798
872,Dry Dock Hefeweizen,Hefeweizen,other ale,0.043,12,3.9040345459603394
871,Dry Dock Amber Ale,American Amber / Red Ale,other ale,0.0579999999999999,49,3.4429688594311667
1685,Category 3 IPA,American IPA,IPA,0.061,64,3.687500752837405
457,Dundee Summer Wheat Beer,American Pale Wheat Ale,other ale,0.045,18,3.0857350228765235
1590,Pumpkin Patch Ale,Pumpkin Ale,other ale,0.05,25,3.317523338810995
1382,Crank Yanker IPA,American IPA,IPA,0.078,74,4.027586402273087
1110,River Runners Pale Ale,American Pale Ale (APA),other ale,0.06,22,3.3974465130789246
1014,Pumpkin Patch Ale (2012),Pumpkin Ale,other ale,0.05,33,3.76324928118922
911,Mountain Fairy Raspberry Wheat,Fruit / Vegetable Beer,other ale,0.055,21,3.1699989282812697
680,Boater Beer,German Pilsener,lager,0.045,20,3.442675398461553
395,Crank Yanker IPA (2011),American IPA,IPA,0.078,74,4.223181525732953
1642,Bleeding Buckeye Red Ale,Extra Special / Strong Bitter (ESB),other ale,0.057,35,3.2543759472623828
673,Dottie Seattle Lager,American Amber / Red Lager,lager,0.049,25,2.0576105965921925
1107,Nut Sack Imperial Brown Ale,American Brown Ale,dark ale,0.07,32,3.3784261112154494
1039,Underachiever,American Adjunct Lager,lager,0.05,19,3.503178805537269
2477,Lil' Brainless Raspberries,Fruit / Vegetable Beer,other ale,0.052,29,4.2549492555527335
2008,Element 29,American Pale Ale (APA),other ale,0.052,33,2.6810512452471107
2004,Hop Syndrome,American Pale Lager,lager,0.05,25,2.333735197223973
2003,Escape to Colorado,American IPA,IPA,0.062,43,2.5408369035838665
2292,Little Sister India Style Session Ale,American IPA,IPA,0.043,60,2.6032001995154523
1504,Country Boy IPA,American IPA,IPA,0.062,80,3.363512010587301
2604,Blonde Czich,American Blonde Ale,other ale,0.049,23,3.6844351564283895
2432,White Reaper,Belgian IPA,IPA,0.07,61,3.8695534966752296
2431,Bobblehead,American Pale Wheat Ale,other ale,0.051,19,3.4835081862670454
2430,Lucky Dog,American Pale Ale (APA),other ale,0.052,19,3.1499073632745294
2429,Voodoo,American Porter,dark ale,0.048,29,3.2393363558207917
1967,General George Patton Pilsner,Czech Pilsener,lager,0.054,48,1.0
2283,Nomader Weiss,Berliner Weissbier,other ale,0.04,22,3.374501481992585
2248,Molotov Lite,American Double / Imperial IPA,IPA,0.085,76,4.241973864152274
1287,Hipster Ale (Two Roads Brewing),American Pale Ale (APA),other ale,0.055,18,3.6803091377171917
1286,Bikini Beer,American IPA,IPA,0.027,64,3.8194953862087337
640,Hipster Ale (Westbrook Brewing),American Pale Ale (APA),other ale,0.055,32,2.9056977635969066
1722,Iron Horse Pale Ale,American Pale Ale (APA),other ale,0.05,32,3.048031662557044
1435,Stone's Throw IPA,Scottish Ale,dark ale,0.045,19,2.9706217503496215
1434,Wood Chipper India Pale Ale,American IPA,IPA,0.067,70,2.799219545243611
2089,Trail Head,American Pale Ale (APA),other ale,0.063,55,2.5534109517302896
2088,Hop Stalker Fresh Hop IPA,American IPA,IPA,0.07,80,4.470189958040802
1455,Sudice American Stout,American Stout,dark ale,0.07,58,4.085948949391327
1454,Parcae Belgian Style Pale Ale,Belgian Pale Ale,other ale,0.05,20,2.587058037082481
1453,Norns Roggenbier,Roggenbier,other ale,0.05,20,4.3669470352789865
1452,Laimas Kölsch Style Ale,Kölsch,other ale,0.05,20,3.470529668530924
1451,Moirai India Pale Ale,American IPA,IPA,0.07,70,4.68575601746688
2191,Loki Red Ale,American Amber / Red Ale,other ale,0.075,53,3.546362852177232
1731,Peaches & Cream,Fruit / Vegetable Beer,other ale,0.046,26,3.158238254357366
1022,Quaff India Style Session Ale,American IPA,IPA,0.051,71,3.854160220480443
895,Loki Red Ale (2013),American Amber / Red Ale,other ale,0.075,53,2.9529080183081327
682,Mjolnir Imperial IPA,American Double / Imperial IPA,IPA,0.069,40,3.1918188903149805
112,Fearless Scottish Ale,Scottish Ale,dark ale,0.05,26,3.3361472728341033
2289,Mastermind,American Double / Imperial IPA,IPA,0.081,44,2.3530601031439353
2027,Hyzer Flip,American Double / Imperial IPA,IPA,0.0819999999999999,78,3.397583168975286
1929,Second Fiddle,American Double / Imperial IPA,IPA,0.0819999999999999,80,4.719886929838709
1858,Hodad Porter,American Porter,dark ale,0.055,30,3.576958533338006
2591,Weiss Weiss Baby,Kristalweizen,other ale,0.045,30,2.886383046591902
2590,Czech Yo Self,Czech Pilsener,lager,0.055,45,1.0260772337087498
1968,FMB 101,Kölsch,other ale,0.048,20,3.735919855070285
1981,Hardcore Chimera,American Double / Imperial IPA,IPA,0.09,49,3.0546941663737406
1664,Sobek & Set,American Black Ale,other ale,0.08,80,3.328749171633945
1663,Nuclear Winter,Belgian Strong Dark Ale,other ale,0.086,32,3.63715142397296
1662,Wet Hot American Wheat Ale,American Pale Wheat Ale,other ale,0.05,22,3.8104305845801747
941,Secret Stache Stout,American Stout,dark ale,0.053,27,3.369434577285366
935,Fascist Pig Ale,American Amber / Red Ale,other ale,0.08,72,3.331170947827652
809,Cut Throat Pale Ale,American Pale Ale (APA),other ale,0.055,18,2.2271584215287725
481,Threadless IPA,American IPA,IPA,0.075,56,3.1800709800884306
351,Cut Throat Pale Ale (2011),American Pale Ale (APA),other ale,0.055,30,3.271642619784341
350,Golden Wing Blonde Ale,American Blonde Ale,other ale,0.047,27,3.742719799737551
2569,Easy Jack,American IPA,IPA,0.045,47,2.369671310418024
2463,Union Jack,American IPA,IPA,0.075,75,4.036942647219914
2462,Pivo Pils,German Pilsener,lager,0.053,16,3.8890960119724625
1957,805 Blonde Ale,American Blonde Ale,other ale,0.047,33,3.9032127762018654
1733,805,American Blonde Ale,other ale,0.047,20,3.069457796540897
2624,Deflator,Doppelbock,lager,0.065,9,3.9822725853231864
2284,Hinchtown Hammer Down,American Blonde Ale,other ale,0.05,27,3.491016540313784
1610,Half Cycle IPA,American IPA,IPA,0.06,104,4.900688520737189
520,Inclined Plane Ale,American IPA,IPA,,76,4.987894747629152
2554,Moped Traveler,American Pale Ale (APA),other ale,0.055,31,3.731408173364147
608,Snake Dog IPA,American IPA,IPA,0.071,60,2.8106595811142654
607,Underdog Atlantic Lager,American Pale Lager,lager,0.047,28,1.7977425577261996
2567,Flying Mouse 8,American Porter,dark ale,0.04,43,3.160157823579148
2566,Flying Mouse 4,American IPA,IPA,0.07,70,3.3634207537562926
1899,La Ferme Urbaine Farmhouse Ale,Saison / Farmhouse Ale,other ale,0.078,30,3.0452540187458235
983,Backyahd IPA,American IPA,IPA,0.06,65,3.7216097023430974
982,Raincloud Robust Porter,American Porter,dark ale,0.065,28,3.6744220719595906
981,Barstool American Golden Ale,American Blonde Ale,other ale,0.045,15,4.086260696264988
2111,What the Butler Saw,Witbier,other ale,0.05,18,3.9754054691149427
2110,1916 Shore Shiver,American IPA,IPA,0.069,65,3.6953961665307693
2172,Quick WIT,Belgian Pale Ale,other ale,0.052,23,3.1364709015987593
2171,The Optimist,American IPA,IPA,0.062,45,3.41304767667902
1911,Suicide Squeeze IPA,American IPA,IPA,0.045,64,3.035997446832665
1803,Java the Hop,American IPA,IPA,0.065,58,2.575689755856985
1566,Next Adventure Black IPA,American Black Ale,other ale,0.062,35,3.134629970155878
1515,3-Way IPA (2013),American IPA,IPA,0.067,46,2.4736275545801774
1214,Tender Loving Empire NWPA,American Pale Ale (APA),other ale,0.0579999999999999,22,3.593175011857679
674,Quick Wit Belgianesque Ale,Witbier,other ale,0.052,22,2.874457576924887
562,Sunrise Oatmeal Pale Ale,American Pale Ale (APA),other ale,0.055,18,3.7124425403306747
552,Cavatica Stout,American Double / Imperial Stout,dark ale,0.088,45,3.3979348035259678
319,1811 Lager,American Amber / Red Lager,lager,0.051,17,2.6784999280639012
318,Vortex IPA,American IPA,IPA,0.074,97,4.738496176290991
2322,Fort Pitt Ale,American Amber / Red Ale,other ale,,24,4.058957544837348
2661,Park,American Pale Wheat Ale,other ale,0.047,19,3.160099807749063
2660,Westfalia,American Amber / Red Ale,other ale,0.0559999999999999,16,3.193047590125806
2659,KSA,Kölsch,other ale,0.046,17,3.906053887727599
2658,Villager,American IPA,IPA,0.063,42,1.7886452347095718
2625,Dirty Bastard,Scotch Ale / Wee Heavy,dark ale,0.085,50,4.049455836021651
1565,Centennial IPA,American IPA,IPA,0.072,65,4.750862791503285
1223,All Day IPA,American IPA,IPA,0.047,42,3.2126024898915566
1874,El Chingon IPA,American IPA,IPA,0.076,73,4.154367498524572
1873,Block Party Robust Porter,American Porter,dark ale,0.057,40,3.868484249942952
1872,Local Buzz,American Blonde Ale,other ale,0.052,20,3.3878009430424276
2613,Feel Like Maplin' Love,Oatmeal Stout,dark ale,0.055,26,2.996854900062268
2612,Father's Beer,Belgian Pale Ale,other ale,0.05,34,3.764832108233699
2611,The 26th,American IPA,IPA,0.06,60,3.7069956844846743
2610,The Gadget,American IPA,IPA,0.064,90,4.732600566204895
1657,Leprechaun Lager,American Pale Lager,lager,0.04,10,3.915686112549041
2309,Sunbru Kölsch,Kölsch,other ale,0.052,17,3.9353848751757843
1635,Kilt Lifter Scottish-Style Ale,,other ale,0.06,21,2.679916786519691
1616,Pumpkin Porter,American Porter,dark ale,0.051,39,4.136200708451639
1585,Four Peaks Peach Ale,Fruit / Vegetable Beer,other ale,0.042,9,2.8596755279162225
358,Hop Knot IPA,American IPA,IPA,0.067,47,3.3967513754919314
179,Kilt Lifter Scottish-Style Ale (2009),Scottish Ale,dark ale,0.06,21,3.3896871517653944
178,Sunbru Kölsch,Kölsch,other ale,0.052,28,3.19112052414813
2428,Four String Vanilla Porter,American Porter,dark ale,0.06,38,2.8681237016389844
2427,Suncaster Summer Wheat,American Pale Wheat Ale,other ale,0.05,28,3.2364252955753243
2425,Brass Knuckle Pale Ale,American Pale Ale (APA),other ale,0.057,36,4.311746948806952
2424,Big Star White IPA,American White IPA,IPA,0.07,70,3.520617181297005
1998,Old Detroit,American Amber / Red Ale,other ale,0.0559999999999999,24,2.4926556504333015
1556,Batch 69 IPA,American IPA,IPA,0.069,69,3.5494792202828576
1208,Twisted Helles Summer Lager,Munich Helles Lager,lager,0.055,18,3.3229189333449223
2527,OktoberFiesta,,other ale,0.053,27,3.5332337685216952
2526,Texicali ,American Brown Ale,dark ale,0.065,33,2.8564026999162984
2525,Pinata Protest,Witbier,other ale,0.06,33,2.4509440100712565
2524,Bat Outta Helles,Munich Helles Lager,lager,0.042,20,2.984816107489674
2523,Original,American Amber / Red Ale,other ale,0.068,22,3.766178473831177
2522,Rye Wit,Witbier,other ale,0.042,10,3.9626551169297555
2521,Soul Doubt,American IPA,IPA,0.059,70,3.493623455455573
2520,Yo Soy Un Berliner,Berliner Weissbier,other ale,0.044,5,3.8799436307250863
1174,77 Fremont Select Spring Session IPA,American IPA,IPA,0.04,72,4.433365798730763
1116,Fremont Organic Pale Ale,American Pale Ale (APA),other ale,0.045,15,3.558599998353136
994,Abominable Ale,English Strong Ale,other ale,0.08,26,3.7690597973869546
901,Harvest Ale,Saison / Farmhouse Ale,other ale,0.065,35,3.4103639616111163
875,Fremont Summer Ale,American Pale Ale (APA),other ale,0.065,45,2.5322668294394433
858,Universale Pale Ale,American Pale Ale (APA),other ale,0.0559999999999999,30,2.815713987945018
857,Interurban IPA,American IPA,IPA,0.065,80,4.366721861367662
1300,Gateway Kolsch Style Ale,Kölsch,other ale,0.053,32,3.7947242637661205
1260,Wee-Heavy-Er Scotch Ale,Scotch Ale / Wee Heavy,dark ale,0.07,24,3.5661850823659464
1259,13 Rebels ESB,Extra Special / Strong Bitter (ESB),other ale,0.052,42,3.3607089480037606
2254,Salamander Slam,American IPA,IPA,0.07,73,4.255915780767496
1658,Cack-A-Lacky,American Pale Ale (APA),other ale,0.05,25,3.868394093146114
2077,No Wake IPA,American IPA,IPA,0.072,50,2.403777813231934
2076,Boathouse Blonde,American Blonde Ale,other ale,0.049,15,4.049056548290864
2075,Cedar Point,American Amber / Red Ale,other ale,0.05,26,2.8950277937601165
2426,Clean Shave IPA,American IPA,IPA,0.067,70,3.680347530128018
2045,Might As Well IPL,American Pale Lager,lager,0.072,75,1.0
1960,Saison Pamplemousse,Saison / Farmhouse Ale,other ale,0.0579999999999999,35,3.371384005268509
1777,2020 IPA,American IPA,IPA,0.074,74,3.8101165931976975
1698,Wolf Among Weeds IPA,American IPA,IPA,0.08,70,3.702645373092091
1641,Better Weather IPA,American IPA,IPA,0.094,92,4.7737508445176635
1490,Point the Way IPA,American IPA,IPA,0.059,60,3.049108154461143
1489,Golden Road Hefeweizen,Hefeweizen,other ale,0.046,15,3.8449579314354794
1399,Heal the Bay IPA,American IPA,IPA,0.068,65,3.753364769763693
1296,Point the Way IPA,American IPA,IPA,0.059,60,3.489767118028584
1034,Cabrillo Kölsch,Kölsch,other ale,0.05,21,3.364554222548424
991,Get Up Offa That Brown,American Brown Ale,dark ale,0.055,20,3.135255443967002
750,Burning Bush Smoked IPA,American IPA,IPA,0.08,70,3.7152883208005254
749,Wolf Among Weeds IPA (2012),American IPA,IPA,0.08,70,3.786479565969582
549,Point the Way IPA (2012),American IPA,IPA,0.059,60,3.422798147802689
548,Golden Road Hefeweizen (2012),Hefeweizen,other ale,0.046,15,3.675841809567726
2587,Vanilla Porter,American Porter,dark ale,0.07,11,3.230331952626462
1109,Descender IPA,American IPA,IPA,0.07,70,2.891092815120082
1108,Sweet As Pacific Ale,American Pale Wheat Ale,other ale,0.06,18,3.548796773035344
1000,Good People Pale Ale,American Pale Ale (APA),other ale,0.0559999999999999,36,3.2575563361322293
312,Snake Handler Double IPA,American Double / Imperial IPA,IPA,0.093,103,4.567632136702331
311,Coffee Oatmeal Stout,Oatmeal Stout,dark ale,0.06,54,4.025922333261246
309,Good People IPA,American IPA,IPA,0.06,64,3.4369761997950756
308,Good People American Brown Ale,American Brown Ale,dark ale,0.0579999999999999,36,3.9256056337276455
2205,Mountain Rescue Pale Ale,American Pale Ale (APA),other ale,0.055,40,3.9187084849879175
2198,Goose Island India Pale Ale,American IPA,IPA,0.059,55,3.5408258712302096
2457,312 Urban Pale Ale,American Pale Ale (APA),other ale,0.054,30,2.7284339759548013
2202,312 Urban Pale Ale,American Pale Ale (APA),other ale,0.054,30,3.3879977226427056
2201,312 Urban Wheat Ale,American Pale Wheat Ale,other ale,0.042,18,3.6935014876469423
1829,312 Urban Wheat Ale,American Pale Wheat Ale,other ale,0.042,18,3.6303259761198245
581,312 Urban Wheat Ale (2012),American Pale Wheat Ale,other ale,0.042,20,3.783256118916951
1383,Beaver Logger,American Pale Lager,lager,0.052,19,3.4284688682014823
477,White Water Wheat,American Pale Wheat Ale,other ale,0.05,15,3.804563345343185
476,Grand Canyon American Pilsner,American Pilsner,lager,0.052,17,3.4572894427993104
143,Grand Canyon Sunset Amber Ale,American Amber / Red Ale,other ale,0.054,17,3.513160273433363
142,Black Iron India Pale Ale,American IPA,IPA,,68,3.398172134327128
2129,Monarch Classic American Wheat,American Pale Wheat Ale,other ale,0.043,21,2.8586013593998683
2127,Sir William's English Brown Ale,English Brown Ale,dark ale,0.049,21,3.760336329027267
2126,Lakefire Rye Pale Ale,American Pale Ale (APA),other ale,0.055,35,2.953788737837379
2303,Beer Agent Re-Ignition,American Blonde Ale,other ale,0.053,22,2.9411175372713587
1990,Cherry Ale,Fruit / Vegetable Beer,other ale,0.057,18,4.02445937308516
1702,Bourbon Barrel Aged Coconut Porter,American Porter,dark ale,0.0559999999999999,33,3.3933500504072356
1701,Great Crescent IPA,American IPA,IPA,0.062,60,3.4817177190778352
1700,Aurora Lager,Dortmunder / Export Lager,lager,0.057,27,1.5605127107888481
1699,Great Crescent Blonde Ale,American Blonde Ale,other ale,0.053,22,3.4836806317233364
1269,Great Crescent Coconut Porter,American Porter,dark ale,0.0559999999999999,33,4.532966994360518
930,Great Crescent Oktoberfest Lager,Märzen / Oktoberfest,lager,0.057,25,1.9938127040499825
649,Great Crescent Brown Ale,American Brown Ale,dark ale,0.045,36,3.791799742275214
639,Cherry Ale (1),Fruit / Vegetable Beer,other ale,0.057,18,3.6932861844409848
